# 2012
signal_2900_1450,jes,1.000000,1.000000,1.003837,1.003837,1.003837,1.003837,1.003837,1.003837
signal_2900_1450,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_2900_1450,pu,1.005410,1.005410,1.001386,1.001386,1.001386,1.001386,1.001386,1.001386
signal_2900_1450,trig,1.039024,1.039024,1.000228,1.000228,1.000228,1.000228,1.000228,1.000228
signal_3000_1500,jer,1.029564,1.029564,1.001568,1.001568,1.001568,1.001568,1.001568,1.001568
signal_3000_1500,jes,1.099514,1.099514,1.003000,1.003000,1.003000,1.003000,1.003000,1.003000
signal_3000_1500,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_3000_1500,pu,1.081339,1.081339,1.000195,1.000195,1.000195,1.000195,1.000195,1.000195
signal_3000_1500,trig,1.000000,1.000000,1.000476,1.000476,1.000476,1.000476,1.000476,1.000476
signal_3100_1550,jer,1.031428,1.031428,1.001305,1.001305,1.001305,1.001305,1.001305,1.001305
signal_3100_1550,jes,1.026813,1.026813,1.002836,1.002836,1.002836,1.002836,1.002836,1.002836
signal_3100_1550,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_3100_1550,pu,1.018226,1.018226,1.000506,1.000506,1.000506,1.000506,1.000506,1.000506
signal_3100_1550,trig,1.000000,1.000000,1.000279,1.000279,1.000279,1.000279,1.000279,1.000279
signal_3200_1600,jer,1.000000,1.000000,1.002886,1.002886,1.002886,1.002886,1.002886,1.002886
signal_3200_1600,jes,1.000000,1.000000,1.002870,1.002870,1.002870,1.002870,1.002870,1.002870
signal_3200_1600,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_3200_1600,pu,1.031073,1.031073,1.000533,1.000533,1.000533,1.000533,1.000533,1.000533
signal_3200_1600,trig,1.000000,1.000000,1.000398,1.000398,1.000398,1.000398,1.000398,1.000398
signal_3300_1650,jer,1.000000,1.000000,1.002218,1.002218,1.002218,1.002218,1.002218,1.002218
signal_3300_1650,jes,1.000284,1.000284,1.001931,1.001931,1.001931,1.001931,1.001931,1.001931
signal_3300_1650,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_3300_1650,pu,1.036892,1.036892,1.000631,1.000631,1.000631,1.000631,1.000631,1.000631
signal_3300_1650,trig,1.000000,1.000000,1.000480,1.000480,1.000480,1.000480,1.000480,1.000480
signal_3400_1700,jer,1.217145,1.217145,1.001699,1.001699,1.001699,1.001699,1.001699,1.001699
signal_3400_1700,jes,1.225076,1.225076,1.002319,1.002319,1.002319,1.002319,1.002319,1.002319
signal_3400_1700,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_3400_1700,pu,1.080076,1.080076,1.001471,1.001471,1.001471,1.001471,1.001471,1.001471
signal_3400_1700,trig,1.000000,1.000000,1.000361,1.000361,1.000361,1.000361,1.000361,1.000361
signal_3500_1750,jer,1.050472,1.050472,1.001743,1.001743,1.001743,1.001743,1.001743,1.001743
signal_3500_1750,jes,1.046524,1.046524,1.000353,1.000353,1.000353,1.000353,1.000353,1.000353
signal_3500_1750,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_3500_1750,pu,1.021954,1.021954,1.000069,1.000069,1.000069,1.000069,1.000069,1.000069
signal_3500_1750,trig,1.000000,1.000000,1.000539,1.000539,1.000539,1.000539,1.000539,1.000539
signal_3600_1800,jer,1.190115,1.190115,1.001922,1.001922,1.001922,1.001922,1.001922,1.001922
signal_3600_1800,jes,1.190115,1.190115,1.000813,1.000813,1.000813,1.000813,1.000813,1.000813
signal_3600_1800,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_3600_1800,pu,1.057213,1.057213,1.000304,1.000304,1.000304,1.000304,1.000304,1.000304
signal_3600_1800,trig,1.000000,1.000000,1.000436,1.000436,1.000436,1.000436,1.000436,1.000436
signal_3700_1850,jer,1.172003,1.172003,1.002547,1.002547,1.002547,1.002547,1.002547,1.002547
signal_3700_1850,jes,1.172003,1.172003,1.002503,1.002503,1.002503,1.002503,1.002503,1.002503
signal_3700_1850,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_3700_1850,pu,1.010643,1.010643,1.000491,1.000491,1.000491,1.000491,1.000491,1.000491
signal_3700_1850,trig,1.000000,1.000000,1.000227,1.000227,1.000227,1.000227,1.000227,1.000227
signal_3800_1900,jer,1.000000,1.000000,1.000892,1.000892,1.000892,1.000892,1.000892,1.000892
signal_3800_1900,jes,1.050455,1.050455,1.005564,1.005564,1.005564,1.005564,1.005564,1.005564
signal_3800_1900,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_3800_1900,pu,1.036262,1.036262,1.000278,1.000278,1.000278,1.000278,1.000278,1.000278
signal_3800_1900,trig,1.000000,1.000000,1.000442,1.000442,1.000442,1.000442,1.000442,1.000442
signal_3900_1950,jer,1.126560,1.126560,1.000994,1.000994,1.000994,1.000994,1.000994,1.000994
signal_3900_1950,jes,1.126560,1.126560,1.007755,1.007755,1.007755,1.007755,1.007755,1.007755
signal_3900_1950,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_3900_1950,pu,1.035323,1.035323,1.001205,1.001205,1.001205,1.001205,1.001205,1.001205
signal_3900_1950,trig,1.000000,1.000000,1.000194,1.000194,1.000194,1.000194,1.000194,1.000194
signal_4000_2000,jer,1.000000,1.000000,1.002844,1.002844,1.002844,1.002844,1.002844,1.002844
signal_4000_2000,jes,1.000000,1.000000,1.008408,1.008408,1.008408,1.008408,1.008408,1.008408
signal_4000_2000,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_4000_2000,pu,1.023280,1.023280,1.000647,1.000647,1.000647,1.000647,1.000647,1.000647
signal_4000_2000,trig,1.000000,1.000000,1.000483,1.000483,1.000483,1.000483,1.000483,1.000483
signal_700_350,jer,1.001621,1.001621,1.009596,1.009596,1.009596,1.009596,1.009596,1.009596
signal_700_350,jes,1.019538,1.019538,1.053194,1.053194,1.053194,1.053194,1.053194,1.053194
signal_700_350,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_700_350,pu,1.000744,1.000744,1.006675,1.006675,1.006675,1.006675,1.006675,1.006675
signal_700_350,trig,1.000721,1.000721,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
signal_800_400,jer,1.001301,1.001301,1.003818,1.003818,1.003818,1.003818,1.003818,1.003818
signal_800_400,jes,1.008884,1.008884,1.048219,1.048219,1.048219,1.048219,1.048219,1.048219
signal_800_400,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_800_400,pu,1.000452,1.000452,1.001896,1.001896,1.001896,1.001896,1.001896,1.001896
signal_800_400,trig,1.000392,1.000392,1.000332,1.000332,1.000332,1.000332,1.000332,1.000332
signal_900_450,jer,1.002515,1.002515,1.012746,1.012746,1.012746,1.012746,1.012746,1.012746
signal_900_450,jes,1.002022,1.002022,1.057173,1.057173,1.057173,1.057173,1.057173,1.057173
signal_900_450,mid,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000,1.010000
signal_900_450,pu,1.001345,1.001345,1.002720,1.002720,1.002720,1.002720,1.002720,1.002720
signal_900_450,trig,1.000565,1.000565,1.000874,1.000874,1.000874,1.000874,1.000874,1.000874
zjets,jer,1.004775,1.004775,1.016159,1.016159,1.016159,1.016159,1.016159,1.016159
zjets,jes,1.012901,1.012901,1.022657,1.022657,1.022657,1.022657,1.022657,1.022657
zjets,mid,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
zjets,pu,1.007785,1.007785,1.012033,1.012033,1.012033,1.012033,1.012033,1.012033
zjets,trig,1.001445,1.001445,1.001696,1.001696,1.001696,1.001696,1.001696,1.001696



# muon energy resolution
ZJ,mer,0.997635,1.00269,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000 
Other,mer,0.999546,1.00014,1.11337,0.89018,1.05486,1.00000,1.00000,1.00000

signal_700_350,mer,1.00469,0.971053,1.00000,1.29583,1.00000,1.00000,1.00000,1.00000
