# PDF systematics from CT10 only at this point
signal_1700_900,fact,1.004,1.004,1.004,1.004,1.004,1.004,1.004,1.004,1.004,1.004
signal_1700_900,isrfsr,1.022,1.022,1.022,1.022,1.022,1.022,1.022,1.022,1.022,1.022
signal_1800_1000,fact,1.010,1.010,1.010,1.010,1.010,1.010,1.010,1.010,1.010,1.010
signal_1800_1000,isrfsr,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021,1.021
signal_1900_1000,fact,1.005,1.005,1.005,1.005,1.005,1.005,1.005,1.005,1.005,1.005
signal_1900_1000,isrfsr,1.013,1.013,1.013,1.013,1.013,1.013,1.013,1.013,1.013,1.013
signal_2000_1100,fact,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001
signal_2000_1100,isrfsr,1.015,1.015,1.015,1.015,1.015,1.015,1.015,1.015,1.015,1.015
signal_2100_1100,fact,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002
signal_2100_1100,isrfsr,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
signal_2200_1200,fact,1.014,1.014,1.014,1.014,1.014,1.014,1.014,1.014,1.014,1.014
signal_2200_1200,isrfsr,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008,1.008
signal_2300_1200,fact,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009
signal_2300_1200,isrfsr,1.017,1.017,1.017,1.017,1.017,1.017,1.017,1.017,1.017,1.017
signal_2400_1300,fact,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011
signal_2400_1300,isrfsr,1.004,1.004,1.004,1.004,1.004,1.004,1.004,1.004,1.004,1.004
signal_2500_1300,fact,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009
signal_2500_1300,isrfsr,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009,1.009

# Raw shape systematics (to be combined with any other channel-dependent systematics)
ttjets,shape,1.079,1.157,1.280,1.393,1.498,1.596,1.684,1.759,1.825,1.891
zjets,shape,1.068,1.068,1.115,1.181,1.252,1.329,1.410,1.495,1.584,1.675
other,shape,1.098,1.274,1.350,1.364,1.348,1.320,1.289,1.258,1.228,1.200

# normalization systematics
ttjets,norm,1.080,1.080,1.080,1.080,1.080,1.080,1.080,1.080,1.080,1.080
zjets,norm,1.030,1.030,1.030,1.030,1.030,1.030,1.030,1.030,1.030,1.030
# Jet Energy Scale
ttjets,jes,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10,1.10
zjets,jes,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
Other,jes,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_1000_600,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_1100_600,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_1200_700,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_1300_700,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_1400_800,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_1500_800,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_1600_900,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_1700_900,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_1800_1000,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_1900_1000,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_2000_1100,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_2100_1100,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_2200_1200,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_2300_1200,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_2400_1300,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
signal_2500_1300,jes,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
# Electron Energy Scale
ttjets,ees,1.015,1.015,1.015,1.015,1.015,1.015,1.015,1.015,1.015,1.015
zjets,ees,1.020,1.020,1.020,1.020,1.020,1.020,1.020,1.020,1.020,1.020
Other,ees,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
# Electron Identification
ttjets,eid,1.020,1.020,1.020,1.020,1.020,1.020,1.020,1.020,1.020,1.020
zjets,eid,1.056,1.056,1.056,1.056,1.056,1.056,1.056,1.056,1.056,1.056
other,eid,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100,1.100
signal_1000_600,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_1100_600,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_1200_700,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_1300_700,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_1400_800,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_1500_800,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_1600_900,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_1700_900,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_1800_1000,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_1900_1000,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_2000_1100,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_2100_1100,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_2200_1200,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_2300_1200,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_2400_1300,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
signal_2500_1300,eid,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
# Trigger (truncating when error less than 0.1%)
ttjets,trig,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001
zjets,trig,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002
other,trig,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002
signal_1000_600,trig,1.010,1.010,1.010,1.010,1.010,1.010,1.010,1.010,1.010,1.010
signal_1100_600,trig,1.010,1.010,1.010,1.010,1.010,1.010,1.010,1.010,1.010,1.010
signal_1200_700,trig,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011
signal_1300_700,trig,1.007,1.012,1.012,1.012,1.012,1.012,1.012,1.012,1.012,1.012
signal_1400_800,trig,1.019,1.013,1.012,1.012,1.012,1.012,1.012,1.012,1.012,1.012
signal_1500_800,trig,1.005,1.015,1.011,1.011,1.011,1.011,1.011,1.011,1.011,1.011
signal_1600_900,trig,1.005,1.006,1.012,1.012,1.012,1.012,1.012,1.012,1.012,1.012
signal_1700_900,trig,1.021,1.005,1.017,1.012,1.012,1.012,1.012,1.012,1.012,1.012
signal_1800_1000,trig,1.014,1.011,1.014,1.015,1.013,1.013,1.013,1.013,1.013,1.013
signal_1900_1000,trig,1.000,1.013,1.006,1.012,1.014,1.014,1.014,1.014,1.014,1.014
signal_2000_1100,trig,1.001,1.024,1.039,1.017,1.013,1.012,1.012,1.012,1.012,1.012
signal_2100_1100,trig,1.005,1.050,1.005,1.019,1.013,1.012,1.012,1.012,1.012,1.012
signal_2200_1200,trig,1.005,1.005,1.005,1.012,1.009,1.012,1.012,1.012,1.012,1.012
signal_2300_1200,trig,1.005,1.025,1.016,1.019,1.019,1.010,1.012,1.012,1.012,1.012
signal_2400_1300,trig,1.086,1.008,1.001,1.014,1.010,1.011,1.013,1.012,1.012,1.012
signal_2500_1300,trig,1.006,1.003,1.009,1.015,1.011,1.011,1.015,1.013,1.013,1.013
# Pileup
ttjets,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
zjets,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
other,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_1000_600,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_1100_600,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_1200_700,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_1300_700,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_1400_800,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_1500_800,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_1600_900,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_1700_900,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_1800_1000,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_1900_1000,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_2000_1100,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_2100_1100,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_2200_1200,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_2300_1200,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_2400_1300,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
signal_2500_1300,pu,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11

signal_1000_600,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_1100_600,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_1200_700,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_1300_700,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_1400_800,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_1500_800,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_1600_900,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_1700_900,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_1800_1000,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_1900_1000,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_2000_1100,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_2100_1100,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_2200_1200,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_2300_1200,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_2400_1300,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
signal_2500_1300,mcstats,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08

other,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_1000_600,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_1100_600,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_1200_700,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_1300_700,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_1400_800,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_1500_800,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_1600_900,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_1700_900,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_1800_1000,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_1900_1000,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_2000_1100,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_2100_1100,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_2200_1200,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_2300_1200,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_2400_1300,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
signal_2500_1300,lumi,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
